result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build,"Persistence, delivery and operations",Local deployment and service continuity,trial-0e7f4b2ef8a5,193,228,S-193,2026-08-28,"Build passes: exact GPT-5.4 mini product generation, exact GPT-5.4 nano routine advisory review, exact full GPT-5.4 for at most 12 truth-defect escalations; 666-call/USD 8 ceiling; 17 focused tests and five finite simulations","Go Deeper to the same one-time product checkpoint under the lower ceiling; preserve every deterministic gate and keep final 10,000 closed",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-cost-cascade-build.json
academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-779dd434c98e,31,66,S-31,2026-08-28,"Invalid execution before provider I/O: the package command omitted the locked retrieval extra required by Qwen3; zero responses, calls, tokens, and cost; hidden gold remained sealed",Correct only the runtime invocation and use the single permitted fresh corrective attempt; no product-quality conclusion,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-001-invalid.json
academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-eb6ec6de4e30,31,66,S-31,2026-08-28,"Invalid execution: local Qwen3 on-demand index construction held 14.7 GB and did not reach case 1 after 2 h 15 min; zero responses, calls, tokens, and cost; hidden gold remained sealed",Stop checkpoint 005 and revoke authority; qualify immutable prebuilt/hash-bound index loading as a method-level successor before another product evaluation,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-005-attempt-002-invalid.json
retrieval-index-lifecycle-development-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-01c2e41fc260,34,69,S-34,2026-08-28,"Completed Keep: 532.408 s build, 0.372 s load, 1,808.484 MiB build peak RSS, 12.659 MiB artifacts, 40/40 non-empty results, 40/40 identical restart rankings, zero runtime document embeddings or provider/final access","Keep the lifecycle for one separately authorized 500+100 actual-product checkpoint; final 10,000 remains closed",research/05_evaluation/retrieval-index-lifecycle-development-001-results.md,research/05_evaluation/records/retrieval-index-lifecycle-development-001.json
academic-factual-qa-open-10000-development-product-checkpoint-006-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-256fa9963278,32,67,S-32,2026-08-28,"Build passes: exact index verification, zero runtime document embedding, same retrieval for both conditions, five finite simulations, and 33 focused regressions","Go Deeper to one separately authorized checkpoint-006 execution; keep sealed 10,000 and release promotion closed",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-006-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-006-build.json
academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-8086e6ac2a4b,35,70,S-35,2026-08-29,"Invalid before case 1: the nested preflight rejected the stale `frozen-build-only` allocation marker; zero responses, calls, tokens, cost, hidden-gold access, or final access",Correct only the allocation-state marker and use the finite plan's sole fresh harness-corrective attempt; no product-quality conclusion,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-001-invalid.json
academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-f39dfe05903d,35,70,S-35,2026-08-29,"Both conditions completed 600 responses through 540/540 successful calls at USD 1.08100275, then deterministic scoring rejected distinct public/gold IDs and split labels as unpaired; descriptive outputs were 570 abstentions and 30 refusals with no answer release","Stop checkpoint 006, revoke authority, draw no quality conclusion, and require an explicit method-level decision before any successor; 10,000 and Sunday release claims remain blocked",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-006-attempt-002-invalid.json
academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-757c2c790d19,36,71,S-36,2026-08-29,"Invalid before case 1: the nested product preflight compared the frozen extractive generator to its historical atomic-generator constant; zero responses, calls, tokens, cost, hidden-gold access, or final access",Bind only the nested preflight to the already-frozen generator identity and use the plan's sole harness-corrective attempt; no product-quality conclusion,research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-001-invalid.json
academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-c3ddbddc01dc,36,71,S-36,2026-08-29,"Invalid reference after direct audit confirmed two ambiguous gold questions; diagnostic candidate rates were 4.5% fully grounded, 28.5% answerable action accuracy, 84% boundary accuracy, 44% evidence recall@5, and three severe unsupported releases; 594 calls, USD 1.13834545","Stop checkpoint 007, revoke authority, do not open 10,000, and require a new independently validated reference-question method rather than another correction against these cases",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-007-attempt-002-invalid.json
academic-factual-qa-open-10000-reference-question-validation-001-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-e69923510a54,38,73,S-38,2026-08-29,"Build passes: six focused regressions, complete network-free selection, source disjointness, deterministic truth authority, exact quotas, and closed paid/product/final execution",Go Deeper to one separately authorized 80-call reference-validation run; a pass may prepare but cannot authorize a fresh 500+100 product confirmation,research/05_evaluation/academic-factual-qa-open-10000-reference-question-validation-001-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-question-validation-001-build.json
academic-factual-qa-open-10000-reference-question-validation-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-a2619bda144c,38,73,S-38,2026-08-29,"Invalid execution: seven provider calls completed, then one author question passed provider schema but failed the stricter local terminal-question-mark invariant; 17,042 input and 7,807 output tokens, USD 0.110227, zero retries",Revoke authority and draw no question-quality conclusion; permit only a new prospective schema-aligned attempt under separate authorization,research/05_evaluation/academic-factual-qa-open-10000-reference-question-validation-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-question-validation-001-invalid.json
academic-factual-qa-open-10000-reference-question-validation-002-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-386af4390871,39,74,S-39,2026-08-29,Build passes: provider schema and local validation both require terminal `?`; eight focused regressions and exact network-free 100-cluster/500-case selection pass,"Go Deeper to one separately authorized attempt-002 run; product and sealed 10,000 execution remain closed",research/05_evaluation/academic-factual-qa-open-10000-reference-question-validation-002-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-question-validation-002-build.json
academic-factual-qa-open-10000-reference-question-validation-002-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-a872021f1038,40,75,S-40,2026-08-29,"Invalid execution: 37 calls completed, then all 20 expected author IDs were returned exactly once but in a different order from the frozen request; 93,609 input and 44,527 output tokens, USD 0.65079725, zero retries","Revoke authority, draw no question-quality conclusion, and stop the finite correction track without an automatic third attempt",research/05_evaluation/academic-factual-qa-open-10000-reference-question-validation-002-invalid-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-question-validation-002-invalid.json
academic-factual-qa-r1-model-cascade-001-attempt-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-69ed3c047a2c,40,75,S-40,2026-08-29,"Invalid before case 1: empty retrieval-index directories were misreported as materialized; zero provider calls, responses, tokens, cost, or gold access",Preserve the stop and apply one harness-only index-readiness correction under attempt 002,research/05_evaluation/academic-factual-qa-r1-model-cascade-001-attempt-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-r1-model-cascade-001-attempt-001-invalid.json
